,target,account,affiliated,betweenness_centrality,degree_centrality,eigenvector_centrality,pagerank_centrality,closeness_centrality
421,Hillary Clinton,danmericaCNN,False,0.00027358949416342413,0.01556420233463035,7.357821803348105e-16,0.006293896584240578,0.017509727626459144
405,Hillary Clinton,CarmineZozzora,False,0.00018239299610894942,0.01556420233463035,4.550270462907696e-16,0.0062451744569152106,0.01621271076523995
381,Hillary Clinton,pamnsc,False,0.00012159533073929961,0.01556420233463035,2.5737331221743705e-16,0.00618795050295642,0.01556420233463035
6,Hillary Clinton,politico,False,0.006900535019455253,0.023346303501945526,0.12154101107665993,0.006073466256905472,0.1721041604310087
410,Hillary Clinton,Lawrence,False,0.013497081712062257,0.023346303501945526,0.0012363852884844583,0.005938337613827025,0.10972098927264733
394,Hillary Clinton,Callisto1947,False,0.00036478599221789884,0.0311284046692607,8.670913539162646e-08,0.005878959534105286,0.0311284046692607
384,Hillary Clinton,StateDept,False,0.00036478599221789884,0.0311284046692607,0.11352987603173242,0.005857075756494431,0.17384845935429594
420,Hillary Clinton,joanwalsh,False,0.013497081712062257,0.027237354085603113,0.010447249938645273,0.005723716149607982,0.13983463035019456
11,Hillary Clinton,tedcruz,False,0.010305204280155642,0.01556420233463035,0.05481848656070197,0.005705539100840639,0.17096061119226444
383,Hillary Clinton,Chris_1791,False,3.0398832684824903e-05,0.007782101167315175,2.9193771115574015e-21,0.00569920954844581,0.007782101167315175
380,Hillary Clinton,jstines3,False,0.00634727626459144,0.027237354085603113,0.08374295996124036,0.005657677574352655,0.17268169117071006
414,Hillary Clinton,SenSanders,False,0.022981517509727628,0.023346303501945526,0.01028732802836838,0.005236660159781903,0.14098395607910025
415,Hillary Clinton,ProudInfidel33,False,3.9518482490272375e-05,0.023346303501945526,0.14598871592239135,0.005089628735245919,0.17153047989623868
416,Hillary Clinton,sunbeltgirl,False,1.5199416342412452e-05,0.023346303501945526,0.14480872929581512,0.0050576013477518535,0.1703945164532172
412,Hillary Clinton,BretBaier,False,0.00015199416342412452,0.011673151750972763,5.20276569190995e-16,0.005054512146369594,0.014007782101167316
424,Hillary Clinton,maggieNYT,False,0.00015199416342412452,0.011673151750972763,5.202765691909951e-16,0.005054512146369593,0.014007782101167316
404,Hillary Clinton,jjauthor,False,0.00012159533073929961,0.011673151750972763,3.362931374154966e-16,0.005031400229072985,0.013896609227348528
3,Hillary Clinton,GOP,False,0.006900535019455253,0.01556420233463035,0.06682514925088445,0.004661194474056831,0.17153047989623868
392,Hillary Clinton,WoodenThreat,False,0.003988326848249027,0.027237354085603113,0.1339424517446632,0.004654580238612481,0.17268169117071006
7,Hillary Clinton,FoxNews,False,0.003495865758754864,0.019455252918287938,0.11509386583027335,0.004233639579131202,0.1703945164532172
399,Hillary Clinton,NRO,False,0.006870136186770428,0.011673151750972763,0.00517653366459247,0.004172400258295178,0.1252047298512691
649,Hillary Clinton,c5hardtop1999,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
646,Hillary Clinton,jimlibertarian,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
647,Hillary Clinton,peddoc63,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
648,Hillary Clinton,MaydnUSA,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
650,Hillary Clinton,surfermom77,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
651,Hillary Clinton,SMolloyDVM,False,0.0,0.023346303501945526,8.18535699454733e-08,0.004134976201038213,0.024902723735408562
454,Hillary Clinton,bristola48,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480637,0.0311284046692607
455,Hillary Clinton,AlciniaH,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480637,0.0311284046692607
456,Hillary Clinton,Mahogany1992,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480637,0.0311284046692607
457,Hillary Clinton,stphil,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480637,0.0311284046692607
458,Hillary Clinton,MzDivah67,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480637,0.0311284046692607
459,Hillary Clinton,Progress4Ohio,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480633,0.0311284046692607
460,Hillary Clinton,graceslick77,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480633,0.0311284046692607
461,Hillary Clinton,AuntLulie,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480633,0.0311284046692607
462,Hillary Clinton,deejayedee,False,0.0,0.0311284046692607,9.038209588182845e-05,0.0038759689922480633,0.0311284046692607
525,Hillary Clinton,clairecmc,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
526,Hillary Clinton,RosieGray,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
707,Hillary Clinton,JOEL5H,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
708,Hillary Clinton,wonderfullone,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
709,Hillary Clinton,Bipartisanism,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
695,Hillary Clinton,awadgolf,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
696,Hillary Clinton,Crossbearer1956,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
697,Hillary Clinton,ScottSaxman1,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
579,Hillary Clinton,fuzislippers,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
580,Hillary Clinton,KLSouth,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
581,Hillary Clinton,gdebenedetti,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
562,Hillary Clinton,dl34l,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
560,Hillary Clinton,LaureneDiCillo,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
561,Hillary Clinton,NBCNews,False,0.0,0.007782101167315175,1.3169400978417976e-18,0.003875968992248062,0.007782101167315175
503,Hillary Clinton,schoolbus_soul,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
490,Hillary Clinton,johnmanko,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
491,Hillary Clinton,CassandraRules,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
504,Hillary Clinton,zaksteib,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
485,Hillary Clinton,HRC,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
475,Hillary Clinton,SoCaliMilitia1,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
467,Hillary Clinton,TX_1,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
468,Hillary Clinton,politicalmath,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
470,Hillary Clinton,tjhansen,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
471,Hillary Clinton,owillis,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
472,Hillary Clinton,FoundersGirl,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
473,Hillary Clinton,Artist_Angie,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
476,Hillary Clinton,CzarofFreedom,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
507,Hillary Clinton,putterrod,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
508,Hillary Clinton,IngrahamAngle,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
531,Hillary Clinton,vacanti,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
532,Hillary Clinton,samglover,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
546,Hillary Clinton,AGMarkHerring,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
547,Hillary Clinton,vademocrats,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
548,Hillary Clinton,BobbyJindal,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
10,Hillary Clinton,thehill,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
517,Hillary Clinton,jilevin,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
518,Hillary Clinton,strumpetcity,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
409,Hillary Clinton,AdamParkhomenko,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
14,Hillary Clinton,ChrisChristie,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
13,Hillary Clinton,JebBush,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
396,Hillary Clinton,TODAYshow,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
448,Hillary Clinton,senna1,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
449,Hillary Clinton,KirillWasHere,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
442,Hillary Clinton,evanperez,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
422,Hillary Clinton,vendettajane,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
434,Hillary Clinton,CheekyGent,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
435,Hillary Clinton,ChuckCJohnson,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
439,Hillary Clinton,lajouetreine,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
440,Hillary Clinton,KarrattiPaul,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
671,Hillary Clinton,mizerello,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
672,Hillary Clinton,meetthepress,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
644,Hillary Clinton,CoachDLG515,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
645,Hillary Clinton,Retired36,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
712,Hillary Clinton,roughcountry451,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
721,Hillary Clinton,PoliticalShort,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
722,Hillary Clinton,jlconnell66,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
706,Hillary Clinton,Reuters,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
705,Hillary Clinton,DemocratGuide,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
685,Hillary Clinton,randyprine,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
686,Hillary Clinton,fabiaceae,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
688,Hillary Clinton,FrankCraig,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
689,Hillary Clinton,skzdalimit,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
576,Hillary Clinton,Raging_D_RTR,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
577,Hillary Clinton,CrimsonHotMess,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
586,Hillary Clinton,WestonMartinez,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
587,Hillary Clinton,crazytas62,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
588,Hillary Clinton,CidEloisa,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
589,Hillary Clinton,DiggingLamb,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
564,Hillary Clinton,philadper2014,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
565,Hillary Clinton,LouiseKatina,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
627,Hillary Clinton,Debber66,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
623,Hillary Clinton,HlLLARY,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
624,Hillary Clinton,ToniforAsm,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
628,Hillary Clinton,andersonDrLJA,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
630,Hillary Clinton,MissLynnetteH,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
633,Hillary Clinton,AP,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
634,Hillary Clinton,davidaxelrod,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
635,Hillary Clinton,NormanSie,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
636,Hillary Clinton,n2toom,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
618,Hillary Clinton,C4Constitution,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
617,Hillary Clinton,robin45208,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
616,Hillary Clinton,oliviawilde,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
604,Hillary Clinton,PhilGlutting,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
605,Hillary Clinton,megadreamin,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
606,Hillary Clinton,marcorubio,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
607,Hillary Clinton,TeamMarco,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
611,Hillary Clinton,asphaultangel13,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
612,Hillary Clinton,crousselle,False,0.0,0.0038910505836575876,1.030195167977422e-23,0.003875968992248062,0.0038910505836575876
512,Hillary Clinton,Temp15544,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
513,Hillary Clinton,icedecay,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
514,Hillary Clinton,BrooklynJuggler,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
515,Hillary Clinton,classic_mouth,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
639,Hillary Clinton,docdebags,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
641,Hillary Clinton,BuzzFeedAndrew,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
642,Hillary Clinton,BuzzFeedNews,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
659,Hillary Clinton,TGowdySC,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
656,Hillary Clinton,jhewitt1280,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
657,Hillary Clinton,SpeakerBoehner,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
658,Hillary Clinton,HouseBenghazi,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
640,Hillary Clinton,awelab1956,False,0.0,0.011673151750972763,5.5308181937003175e-15,0.0038759689922480615,0.011673151750972763
385,Hillary Clinton,seanhannity,False,0.0,0.01556420233463035,0.001451594384786067,0.00377383834668871,0.10459175603429187
653,Hillary Clinton,BossHoggUSMC,False,0.0,0.01556420233463035,0.001451594384786067,0.00377383834668871,0.10459175603429187
654,Hillary Clinton,JohnFromCranber,False,0.0,0.01556420233463035,0.001451594384786067,0.00377383834668871,0.10459175603429187
655,Hillary Clinton,SheriffClarke,False,0.0,0.01556420233463035,0.001451594384786067,0.00377383834668871,0.10459175603429187
418,Hillary Clinton,anniekarni,False,0.0034654669260700387,0.019455252918287938,0.1205462513529274,0.0036294023466678735,0.17153047989623868
691,Hillary Clinton,Salon,False,0.0,0.01556420233463035,0.0013728391498831088,0.0035215425261171554,0.10743036319179874
692,Hillary Clinton,BreeNewsome,False,0.0,0.01556420233463035,0.0013728391498831088,0.0035215425261171554,0.10743036319179874
693,Hillary Clinton,chrislhayes,False,0.0,0.01556420233463035,0.0013728391498831088,0.0035215425261171554,0.10743036319179874
690,Hillary Clinton,RAM0018,False,0.0,0.01556420233463035,0.0013728391498831084,0.0035215425261171554,0.10743036319179874
26,Hillary Clinton,MaryMorientes,False,0.0034654669260700387,0.01556420233463035,0.07201010817662608,0.0035211242181951395,0.17153047989623868
428,Hillary Clinton,AmbCathyRussell,False,0.0,0.019455252918287938,0.09313242667436238,0.0034170084210490823,0.1721041604310087
429,Hillary Clinton,AdamSmith_USA,False,0.0,0.019455252918287938,0.09313242667436238,0.003417008421049082,0.1721041604310087
621,Hillary Clinton,TheLastWord,False,0.0,0.011673151750972763,0.0001437361457744195,0.003370731556511109,0.08872266201529586
622,Hillary Clinton,kimfrederi,False,0.0,0.011673151750972763,0.0001437361457744195,0.0033707315565111085,0.08872266201529586
720,Hillary Clinton,adamplevy,False,0.0,0.007782101167315175,4.677111158917465e-16,0.0033509466552130514,0.012734347364697559
703,Hillary Clinton,ZekeJMiller,False,0.0,0.007782101167315175,4.677111158917465e-16,0.0033509466552130514,0.012734347364697559
714,Hillary Clinton,clantro,False,0.0,0.007782101167315175,3.010365836553709e-16,0.003334046071466649,0.012159533073929961
572,Hillary Clinton,Ash_Bell__,False,0.0,0.007782101167315175,2.793888567539001e-16,0.0033191251116340857,0.010808473843493299
571,Hillary Clinton,GREG61032,False,0.0,0.007782101167315175,2.793888567539001e-16,0.0033191251116340857,0.010808473843493299
534,Hillary Clinton,TRPhrophet,False,0.0,0.007782101167315175,1.6481883296312527e-16,0.0032979736145709723,0.010376134889753566
535,Hillary Clinton,RamblingMother,False,0.0,0.007782101167315175,1.6481883296312527e-16,0.0032979736145709723,0.010376134889753566
554,Hillary Clinton,BuffaloBill71,False,0.0,0.007782101167315175,1.6481883296312527e-16,0.0032979736145709723,0.010376134889753566
555,Hillary Clinton,AramisFraino,False,0.0,0.007782101167315175,1.6481883296312527e-16,0.0032979736145709723,0.010376134889753566
661,Hillary Clinton,JonathanDKF,False,0.0,0.01556420233463035,0.07439222546690123,0.003114114086947181,0.16927349989760393
662,Hillary Clinton,McCollumMike,False,0.0,0.01556420233463035,0.07439222546690123,0.003114114086947181,0.16927349989760393
660,Hillary Clinton,AutumnNAlston,False,0.0,0.01556420233463035,0.07439222546690123,0.003114114086947181,0.16927349989760393
536,Hillary Clinton,PolitiBunny,False,0.0,0.01556420233463035,0.07563494078714127,0.00309496064379268,0.17867758322524863
537,Hillary Clinton,Seja75,False,0.0,0.01556420233463035,0.07563494078714127,0.00309496064379268,0.17867758322524863
538,Hillary Clinton,hubbit,False,0.0,0.01556420233463035,0.07563494078714127,0.00309496064379268,0.17867758322524863
582,Hillary Clinton,LibtardLimbaugh,False,0.0,0.007782101167315175,0.0005386631289082653,0.0030681328331685852,0.09820447322303741
583,Hillary Clinton,Mex38Tex,False,0.0,0.007782101167315175,0.0005386631289082653,0.0030681328331685852,0.09820447322303741
677,Hillary Clinton,Network_Citizen,False,0.0,0.019455252918287938,0.13445185862555614,0.003033584301286103,0.16983215831310758
678,Hillary Clinton,YoungBLKRepub,False,0.0,0.019455252918287938,0.13445185862555614,0.003033584301286103,0.16983215831310758
680,Hillary Clinton,kin2souls,False,0.0,0.019455252918287938,0.13432907076085168,0.003029940177912158,0.16983215831310758
681,Hillary Clinton,ChristiChat,False,0.0,0.019455252918287938,0.13432907076085168,0.003029940177912158,0.16983215831310758
413,Hillary Clinton,JoeBiden,False,0.0,0.011673151750972763,0.001199142682096691,0.003020641394071317,0.1087931162132592
665,Hillary Clinton,msnbc,False,0.0,0.011673151750972763,0.001199142682096691,0.003020641394071317,0.1087931162132592
479,Hillary Clinton,TruthRevolt,False,0.0,0.0038910505836575876,2.0643113524230347e-21,0.002964348714149187,0.005188067444876783
426,Hillary Clinton,newsbusters,False,0.0,0.0038910505836575876,2.0643113524230347e-21,0.002964348714149187,0.005188067444876783
496,Hillary Clinton,JohnKerry,False,0.0,0.01556420233463035,0.07893785065512376,0.002925284939473794,0.16927349989760393
497,Hillary Clinton,BALWANIKAPIL,False,0.0,0.01556420233463035,0.07893785065512376,0.002925284939473794,0.16927349989760393
498,Hillary Clinton,tomperriello,False,0.0,0.01556420233463035,0.07893785065512376,0.002925284939473794,0.16927349989760393
450,Hillary Clinton,KoriWasinger,False,0.0,0.007782101167315175,0.00012315589990486418,0.002847906085591807,0.08562253572191614
451,Hillary Clinton,JButtawipo,False,0.0,0.007782101167315175,0.00012315589990486418,0.002847906085591807,0.08562253572191614
417,Hillary Clinton,Babbsgirl2,False,0.031918774319066145,0.01556420233463035,0.10906119026520868,0.002823656979230588,0.18055839989077752
694,Hillary Clinton,popcornreel,False,0.0,0.011673151750972763,0.009974263051766586,0.0026690541024659868,0.13833103217438603
502,Hillary Clinton,TheFive,False,0.0,0.011673151750972763,0.022652060600407448,0.002558390145925541,0.1264352431667607
393,Hillary Clinton,larryelder,False,0.0,0.011673151750972763,0.022652060600407448,0.002558390145925541,0.1264352431667607
509,Hillary Clinton,bcwilliams92,False,0.0,0.011673151750972763,0.06762409162903683,0.002533808852282408,0.1703945164532172
510,Hillary Clinton,Madam_President,False,0.0,0.011673151750972763,0.06762409162903683,0.002533808852282408,0.1703945164532172
679,Hillary Clinton,bobwilsonn,False,0.0,0.01556420233463035,0.12166841396964206,0.0025148796522960334,0.16927349989760393
592,Hillary Clinton,WhoopiGoldberg,False,0.0,0.011673151750972763,0.07246809389948924,0.0024812428821348715,0.16983215831310758
593,Hillary Clinton,Univision,False,0.0,0.011673151750972763,0.07246809389948924,0.0024812428821348715,0.16983215831310758
484,Hillary Clinton,Xxoax,False,0.0,0.011673151750972763,0.071425521541603,0.002446139269660732,0.17096061119226444
608,Hillary Clinton,LeahR77,False,0.0,0.007782101167315175,0.0011526998442150539,0.0024238033492431296,0.1048047738673556
400,Hillary Clinton,johnpodesta,False,0.010214007782101167,0.007782101167315175,0.05384547957639199,0.002311422822096185,0.17096061119226444
464,Hillary Clinton,WhiteHouse,False,0.0,0.007782101167315175,0.02029669874578228,0.0023044201269372144,0.12705961473795455
408,Hillary Clinton,GovChristie,False,0.0,0.007782101167315175,0.06420530512355177,0.002276247071637697,0.16871850481597245
666,Hillary Clinton,RobBently,False,0.0,0.007782101167315175,0.008854558636508747,0.0021427431148585366,0.13400818741893647
667,Hillary Clinton,JonahNRO,False,0.0,0.007782101167315175,0.008854558636508747,0.0021427431148585366,0.13400818741893647
521,Hillary Clinton,texasman2008,False,0.0,0.007782101167315175,1.7138495478988324e-08,0.002097452094948994,0.017787659811006114
522,Hillary Clinton,AmyMek,False,0.0,0.007782101167315175,1.7138495478988324e-08,0.002097452094948994,0.017787659811006114
