,target,account,affiliated,betweenness_centrality,degree_centrality,eigenvector_centrality,pagerank_centrality,closeness_centrality
407,Hillary Clinton,TIMENOUT,False,0.0,0.011673151750972763,0.10802003875655175,0.002037247057313447,0.16871850481597245
419,Hillary Clinton,oreillyfactor,False,0.0,0.011673151750972763,0.10802003875655175,0.002037247057313447,0.16871850481597245
682,Hillary Clinton,RedStateJake,False,0.0,0.011673151750972763,0.10802003875655175,0.002037247057313447,0.16871850481597245
683,Hillary Clinton,ResistTyranny,False,0.0,0.011673151750972763,0.10802003875655175,0.002037247057313447,0.16871850481597245
684,Hillary Clinton,weknowwhatsbest,False,0.0,0.011673151750972763,0.10802003875655175,0.002037247057313447,0.16871850481597245
423,Hillary Clinton,redsteeze,False,0.0,0.0038910505836575876,1.9373228747506366e-16,0.0020134843791652797,0.00933852140077821
638,Hillary Clinton,WashTimes,False,0.0,0.0038910505836575876,1.9373228747506366e-16,0.0020134843791652797,0.00933852140077821
403,Hillary Clinton,gerfingerpoken,False,0.0,0.0038910505836575876,1.2793372879004806e-16,0.0020069429727653542,0.008843296781039971
432,Hillary Clinton,NACLA,False,0.0,0.007782101167315175,0.012454782159773173,0.002000611189137855,0.12674666002185123
433,Hillary Clinton,BrasilWire,False,0.0,0.007782101167315175,0.012454782159773173,0.002000611189137855,0.12674666002185123
699,Hillary Clinton,dartmouth,False,0.0,0.007782101167315175,0.05890990802459697,0.0019633398828671662,0.16816713715317516
542,Hillary Clinton,IamTheWindowMan,False,0.0,0.0038910505836575876,0.005166701468227644,0.0017923132092093471,0.12399793727438939
446,Hillary Clinton,JSavoly,False,0.0,0.0038910505836575876,0.005166701468227644,0.0017923132092093471,0.12399793727438939
673,Hillary Clinton,GovernorPerry,False,0.0,0.0038910505836575876,0.005166701468227644,0.0017923132092093471,0.12399793727438939
590,Hillary Clinton,MartinOMalley,False,0.0,0.007782101167315175,0.06137759327024743,0.0017796280109115001,0.1774453240305917
670,Hillary Clinton,MrDane1982,False,0.0,0.0038910505836575876,1.3658175768144516e-05,0.0015741825964180364,0.07425561900270072
511,Hillary Clinton,spanglishpop,False,0.0,0.0038910505836575876,0.0062983416652258265,0.0013737458436553786,0.12429744920017295
427,Hillary Clinton,dnewhauser,False,0.0,0.0038910505836575876,0.0062983416652258265,0.0013737458436553786,0.12429744920017295
482,Hillary Clinton,NatureGuy101,False,0.0,0.0038910505836575876,0.00678702979799031,0.001329603489677295,0.12429744920017295
520,Hillary Clinton,LeighStorz,False,0.0,0.0038910505836575876,0.00789286277581096,0.001268369403826079,0.12490083487590194
669,Hillary Clinton,AnnCoulter,False,0.0,0.0038910505836575876,0.012280312933131513,0.0012306982384207024,0.12551010724115025
602,Hillary Clinton,MalachiNorris,False,0.0,0.0038910505836575876,0.012280312933131513,0.0012306982384207024,0.12551010724115025
723,Hillary Clinton,TarekFatah,False,0.0,0.0038910505836575876,0.011361611933340144,0.0011983624236366985,0.12429744920017295
362,Hillary Clinton,akawhit1,False,0.0,0.0038910505836575876,0.01084771908330853,0.0011811287027753158,0.12369986530978751
463,Hillary Clinton,Jeff_Nichols_82,False,0.0,0.0038910505836575876,0.009015793042412828,0.0011664669358327205,0.1252047298512691
474,Hillary Clinton,MauraReynolds,False,0.0,0.0038910505836575876,0.011455369107818754,0.0011549672790923792,0.1245984115469046
674,Hillary Clinton,AnitaFinlay,False,0.0,0.0038910505836575876,0.011455369107818754,0.0011549672790923792,0.1245984115469046
495,Hillary Clinton,Upworthy,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
528,Hillary Clinton,Molls30,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
466,Hillary Clinton,SenWarren,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
387,Hillary Clinton,RandPaul,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
431,Hillary Clinton,HuffPostPol,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
430,Hillary Clinton,GovernorOMalley,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
643,Hillary Clinton,brithume,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
652,Hillary Clinton,RNRNewYork,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
719,Hillary Clinton,NumbersMuncher,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
578,Hillary Clinton,lbush34,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
573,Hillary Clinton,JamesCarville,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
626,Hillary Clinton,liars_never_win,False,0.0,0.0038910505836575876,0.053357586040243245,0.0011289545332683999,0.16761936146212247
